Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-lh65,branch-z4p6,Randomise questionnaire elements?,Question Key,Response
5,1664272150820,27/09/2022 09:49:10,1664272150947,2,27/09/2022 11:49:10,95307,26,questionnaire-44j4,,24265943,5f47671448bd2a1433d8804c,7157956,,complete,,6332c3f4169be98fd8471884,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,1536x722,,final questionnaire,1,continue,continue,No,response-2-quantised,1
6,1664272150820,27/09/2022 09:49:10,1664272150947,2,27/09/2022 11:49:10,95307,26,questionnaire-44j4,,24265943,5f47671448bd2a1433d8804c,7157956,,complete,,6332c3f4169be98fd8471884,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,1536x722,,final questionnaire,1,continue,continue,No,response-3,yes
7,1664272150820,27/09/2022 09:49:10,1664272150947,2,27/09/2022 11:49:10,95307,26,questionnaire-44j4,,24265943,5f47671448bd2a1433d8804c,7157956,,complete,,6332c3f4169be98fd8471884,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,1536x722,,final questionnaire,1,continue,continue,No,response-3-quantised,1
8,1664272150820,27/09/2022 09:49:10,1664272150947,2,27/09/2022 11:49:10,95307,26,questionnaire-44j4,,24265943,5f47671448bd2a1433d8804c,7157956,,complete,,6332c3f4169be98fd8471884,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,1536x722,,final questionnaire,1,continue,continue,No,END QUESTIONNAIRE,32351
1,1664272115539,27/09/2022 09:48:35,1664272115109,3,27/09/2022 12:48:35,95307,26,questionnaire-44j4,,24265941,5c87d68fe5bc060001ee8498,7157954,,complete,,6332c4085a84cf32a760874e,computer,Desktop or Laptop,Windows 10,Firefox 105.0,1920x1080,1920x927,,final questionnaire,1,continue,continue,No,BEGIN QUESTIONNAIRE,
2,1664272136340,27/09/2022 09:48:56,1664272135935,3,27/09/2022 12:48:55,95307,26,questionnaire-44j4,,24265941,5c87d68fe5bc060001ee8498,7157954,,complete,,6332c4085a84cf32a760874e,computer,Desktop or Laptop,Windows 10,Firefox 105.0,1920x1080,1920x927,,final questionnaire,1,continue,continue,No,response-1,shoe
3,1664272136597,27/09/2022 09:48:56,1664272135936,3,27/09/2022 12:48:55,95307,26,questionnaire-44j4,,24265941,5c87d68fe5bc060001ee8498,7157954,,complete,,6332c4085a84cf32a760874e,computer,Desktop or Laptop,Windows 10,Firefox 105.0,1920x1080,1920x927,,final questionnaire,1,continue,continue,No,response-1-quantised,2
4,1664272136597,27/09/2022 09:48:56,1664272135936,3,27/09/2022 12:48:55,95307,26,questionnaire-44j4,,24265941,5c87d68fe5bc060001ee8498,7157954,,complete,,6332c4085a84cf32a760874e,computer,Desktop or Laptop,Windows 10,Firefox 105.0,1920x1080,1920x927,,final questionnaire,1,continue,continue,No,response-2,Watch
5,1664272136597,27/09/2022 09:48:56,1664272135936,3,27/09/2022 12:48:55,95307,26,questionnaire-44j4,,24265941,5c87d68fe5bc060001ee8498,7157954,,complete,,6332c4085a84cf32a760874e,computer,Desktop or Laptop,Windows 10,Firefox 105.0,1920x1080,1920x927,,final questionnaire,1,continue,continue,No,response-2-quantised,1
6,1664272136597,27/09/2022 09:48:56,1664272135936,3,27/09/2022 12:48:55,95307,26,questionnaire-44j4,,24265941,5c87d68fe5bc060001ee8498,7157954,,complete,,6332c4085a84cf32a760874e,computer,Desktop or Laptop,Windows 10,Firefox 105.0,1920x1080,1920x927,,final questionnaire,1,continue,continue,No,response-3,no
7,1664272136597,27/09/2022 09:48:56,1664272135937,3,27/09/2022 12:48:55,95307,26,questionnaire-44j4,,24265941,5c87d68fe5bc060001ee8498,7157954,,complete,,6332c4085a84cf32a760874e,computer,Desktop or Laptop,Windows 10,Firefox 105.0,1920x1080,1920x927,,final questionnaire,1,continue,continue,No,response-3-quantised,2
8,1664272136597,27/09/2022 09:48:56,1664272135937,3,27/09/2022 12:48:55,95307,26,questionnaire-44j4,,24265941,5c87d68fe5bc060001ee8498,7157954,,complete,,6332c4085a84cf32a760874e,computer,Desktop or Laptop,Windows 10,Firefox 105.0,1920x1080,1920x927,,final questionnaire,1,continue,continue,No,END QUESTIONNAIRE,20828
1,1664272114880,27/09/2022 09:48:34,1664272114594,2,27/09/2022 11:48:34,95307,26,questionnaire-44j4,,24265938,60d4f5e91d82796323d4781b,7157936,,complete,,6332c3ea00da817643171a3d,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,3072x1443,,final questionnaire,1,continue,continue,No,BEGIN QUESTIONNAIRE,
2,1664272162054,27/09/2022 09:49:22,1664272161775,2,27/09/2022 11:49:21,95307,26,questionnaire-44j4,,24265938,60d4f5e91d82796323d4781b,7157936,,complete,,6332c3ea00da817643171a3d,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,3072x1443,,final questionnaire,1,continue,continue,No,response-1,shoe
3,1664272162368,27/09/2022 09:49:22,1664272161776,2,27/09/2022 11:49:21,95307,26,questionnaire-44j4,,24265938,60d4f5e91d82796323d4781b,7157936,,complete,,6332c3ea00da817643171a3d,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,3072x1443,,final questionnaire,1,continue,continue,No,response-1-quantised,2
4,1664272162368,27/09/2022 09:49:22,1664272161777,2,27/09/2022 11:49:21,95307,26,questionnaire-44j4,,24265938,60d4f5e91d82796323d4781b,7157936,,complete,,6332c3ea00da817643171a3d,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,3072x1443,,final questionnaire,1,continue,continue,No,response-2,Watch
5,1664272162368,27/09/2022 09:49:22,1664272161777,2,27/09/2022 11:49:21,95307,26,questionnaire-44j4,,24265938,60d4f5e91d82796323d4781b,7157936,,complete,,6332c3ea00da817643171a3d,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,3072x1443,,final questionnaire,1,continue,continue,No,response-2-quantised,1
6,1664272162368,27/09/2022 09:49:22,1664272161777,2,27/09/2022 11:49:21,95307,26,questionnaire-44j4,,24265938,60d4f5e91d82796323d4781b,7157936,,complete,,6332c3ea00da817643171a3d,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,3072x1443,,final questionnaire,1,continue,continue,No,response-3,yes
7,1664272162368,27/09/2022 09:49:22,1664272161777,2,27/09/2022 11:49:21,95307,26,questionnaire-44j4,,24265938,60d4f5e91d82796323d4781b,7157936,,complete,,6332c3ea00da817643171a3d,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,3072x1443,,final questionnaire,1,continue,continue,No,response-3-quantised,1
8,1664272162368,27/09/2022 09:49:22,1664272161778,2,27/09/2022 11:49:21,95307,26,questionnaire-44j4,,24265938,60d4f5e91d82796323d4781b,7157936,,complete,,6332c3ea00da817643171a3d,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1536x864,3072x1443,,final questionnaire,1,continue,continue,No,END QUESTIONNAIRE,47185
1,1664272111231,27/09/2022 09:48:31,1664272110527,2,27/09/2022 11:48:30,95307,26,questionnaire-44j4,,24265935,611d8c1e21b532867c8ac50a,7157926,,complete,,6332c3f015d0fe2b9edd366f,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1600x900,1600x757,,final questionnaire,1,continue,continue,No,BEGIN QUESTIONNAIRE,
2,1664272145553,27/09/2022 09:49:05,1664272144852,2,27/09/2022 11:49:04,95307,26,questionnaire-44j4,,24265935,611d8c1e21b532867c8ac50a,7157926,,complete,,6332c3f015d0fe2b9edd366f,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1600x900,1600x757,,final questionnaire,1,continue,continue,No,response-1,shoe
3,1664272145803,27/09/2022 09:49:05,1664272144856,2,27/09/2022 11:49:04,95307,26,questionnaire-44j4,,24265935,611d8c1e21b532867c8ac50a,7157926,,complete,,6332c3f015d0fe2b9edd366f,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1600x900,1600x757,,final questionnaire,1,continue,continue,No,response-1-quantised,2
4,1664272145803,27/09/2022 09:49:05,1664272144856,2,27/09/2022 11:49:04,95307,26,questionnaire-44j4,,24265935,611d8c1e21b532867c8ac50a,7157926,,complete,,6332c3f015d0fe2b9edd366f,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1600x900,1600x757,,final questionnaire,1,continue,continue,No,response-2,Watch
5,1664272145803,27/09/2022 09:49:05,1664272144857,2,27/09/2022 11:49:04,95307,26,questionnaire-44j4,,24265935,611d8c1e21b532867c8ac50a,7157926,,complete,,6332c3f015d0fe2b9edd366f,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1600x900,1600x757,,final questionnaire,1,continue,continue,No,response-2-quantised,1
6,1664272145803,27/09/2022 09:49:05,1664272144858,2,27/09/2022 11:49:04,95307,26,questionnaire-44j4,,24265935,611d8c1e21b532867c8ac50a,7157926,,complete,,6332c3f015d0fe2b9edd366f,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1600x900,1600x757,,final questionnaire,1,continue,continue,No,response-3,yes
7,1664272145803,27/09/2022 09:49:05,1664272144858,2,27/09/2022 11:49:04,95307,26,questionnaire-44j4,,24265935,611d8c1e21b532867c8ac50a,7157926,,complete,,6332c3f015d0fe2b9edd366f,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1600x900,1600x757,,final questionnaire,1,continue,continue,No,response-3-quantised,1
8,1664272145803,27/09/2022 09:49:05,1664272144859,2,27/09/2022 11:49:04,95307,26,questionnaire-44j4,,24265935,611d8c1e21b532867c8ac50a,7157926,,complete,,6332c3f015d0fe2b9edd366f,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1600x900,1600x757,,final questionnaire,1,continue,continue,No,END QUESTIONNAIRE,34333
1,1664272100771,27/09/2022 09:48:20,1664272100059,2,27/09/2022 11:48:20,95307,26,questionnaire-44j4,,24265930,5f199b6864e620000a48d044,7157970,,complete,,6332c3e957b3029e4b60872a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1920x1080,1920x969,,final questionnaire,1,continue,continue,No,BEGIN QUESTIONNAIRE,
2,1664272130448,27/09/2022 09:48:50,1664272129770,2,27/09/2022 11:48:49,95307,26,questionnaire-44j4,,24265930,5f199b6864e620000a48d044,7157970,,complete,,6332c3e957b3029e4b60872a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1920x1080,1920x969,,final questionnaire,1,continue,continue,No,response-1,shoe
3,1664272130521,27/09/2022 09:48:50,1664272129771,2,27/09/2022 11:48:49,95307,26,questionnaire-44j4,,24265930,5f199b6864e620000a48d044,7157970,,complete,,6332c3e957b3029e4b60872a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1920x1080,1920x969,,final questionnaire,1,continue,continue,No,response-1-quantised,2
4,1664272130521,27/09/2022 09:48:50,1664272129771,2,27/09/2022 11:48:49,95307,26,questionnaire-44j4,,24265930,5f199b6864e620000a48d044,7157970,,complete,,6332c3e957b3029e4b60872a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1920x1080,1920x969,,final questionnaire,1,continue,continue,No,response-2,Watch
5,1664272130521,27/09/2022 09:48:50,1664272129771,2,27/09/2022 11:48:49,95307,26,questionnaire-44j4,,24265930,5f199b6864e620000a48d044,7157970,,complete,,6332c3e957b3029e4b60872a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1920x1080,1920x969,,final questionnaire,1,continue,continue,No,response-2-quantised,1
6,1664272130521,27/09/2022 09:48:50,1664272129771,2,27/09/2022 11:48:49,95307,26,questionnaire-44j4,,24265930,5f199b6864e620000a48d044,7157970,,complete,,6332c3e957b3029e4b60872a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1920x1080,1920x969,,final questionnaire,1,continue,continue,No,response-3,no
7,1664272130521,27/09/2022 09:48:50,1664272129772,2,27/09/2022 11:48:49,95307,26,questionnaire-44j4,,24265930,5f199b6864e620000a48d044,7157970,,complete,,6332c3e957b3029e4b60872a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1920x1080,1920x969,,final questionnaire,1,continue,continue,No,response-3-quantised,2
8,1664272130521,27/09/2022 09:48:50,1664272129772,2,27/09/2022 11:48:49,95307,26,questionnaire-44j4,,24265930,5f199b6864e620000a48d044,7157970,,complete,,6332c3e957b3029e4b60872a,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1920x1080,1920x969,,final questionnaire,1,continue,continue,No,END QUESTIONNAIRE,29713
1,1664272099649,27/09/2022 09:48:19,1664272099520,2,27/09/2022 11:48:19,95307,26,questionnaire-44j4,,24265928,5fa40be669164608901efd1d,7157920,,complete,,6332c3e9169be98fd8471882,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,3440x1440,3440x1297,,final questionnaire,1,continue,continue,No,BEGIN QUESTIONNAIRE,
2,1664272143435,27/09/2022 09:49:03,1664272143343,2,27/09/2022 11:49:03,95307,26,questionnaire-44j4,,24265928,5fa40be669164608901efd1d,7157920,,complete,,6332c3e9169be98fd8471882,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,3440x1440,3440x1297,,final questionnaire,1,continue,continue,No,response-1,pen
3,1664272143534,27/09/2022 09:49:03,1664272143345,2,27/09/2022 11:49:03,95307,26,questionnaire-44j4,,24265928,5fa40be669164608901efd1d,7157920,,complete,,6332c3e9169be98fd8471882,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,3440x1440,3440x1297,,final questionnaire,1,continue,continue,No,response-1-quantised,3
4,1664272143534,27/09/2022 09:49:03,1664272143345,2,27/09/2022 11:49:03,95307,26,questionnaire-44j4,,24265928,5fa40be669164608901efd1d,7157920,,complete,,6332c3e9169be98fd8471882,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,3440x1440,3440x1297,,final questionnaire,1,continue,continue,No,response-2,Watch
5,1664272143534,27/09/2022 09:49:03,1664272143345,2,27/09/2022 11:49:03,95307,26,questionnaire-44j4,,24265928,5fa40be669164608901efd1d,7157920,,complete,,6332c3e9169be98fd8471882,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,3440x1440,3440x1297,,final questionnaire,1,continue,continue,No,response-2-quantised,1
6,1664272143534,27/09/2022 09:49:03,1664272143345,2,27/09/2022 11:49:03,95307,26,questionnaire-44j4,,24265928,5fa40be669164608901efd1d,7157920,,complete,,6332c3e9169be98fd8471882,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,3440x1440,3440x1297,,final questionnaire,1,continue,continue,No,response-3,yes
7,1664272143534,27/09/2022 09:49:03,1664272143345,2,27/09/2022 11:49:03,95307,26,questionnaire-44j4,,24265928,5fa40be669164608901efd1d,7157920,,complete,,6332c3e9169be98fd8471882,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,3440x1440,3440x1297,,final questionnaire,1,continue,continue,No,response-3-quantised,1
8,1664272143534,27/09/2022 09:49:03,1664272143346,2,27/09/2022 11:49:03,95307,26,questionnaire-44j4,,24265928,5fa40be669164608901efd1d,7157920,,complete,,6332c3e9169be98fd8471882,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,3440x1440,3440x1297,,final questionnaire,1,continue,continue,No,END QUESTIONNAIRE,43827
1,1664272090794,27/09/2022 09:48:10,1664272090659,2,27/09/2022 11:48:10,95307,26,questionnaire-44j4,,24265923,60d9a7c0aebfc51577e97903,7157972,,complete,,6332c3e42ae45f8319ee3991,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1920x1080,1920x1007,,final questionnaire,1,continue,continue,No,BEGIN QUESTIONNAIRE,
2,1664272111870,27/09/2022 09:48:31,1664272111760,2,27/09/2022 11:48:31,95307,26,questionnaire-44j4,,24265923,60d9a7c0aebfc51577e97903,7157972,,complete,,6332c3e42ae45f8319ee3991,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1920x1080,1920x1007,,final questionnaire,1,continue,continue,No,response-1,shoe
3,1664272112030,27/09/2022 09:48:32,1664272111761,2,27/09/2022 11:48:31,95307,26,questionnaire-44j4,,24265923,60d9a7c0aebfc51577e97903,7157972,,complete,,6332c3e42ae45f8319ee3991,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1920x1080,1920x1007,,final questionnaire,1,continue,continue,No,response-1-quantised,2
4,1664272112030,27/09/2022 09:48:32,1664272111761,2,27/09/2022 11:48:31,95307,26,questionnaire-44j4,,24265923,60d9a7c0aebfc51577e97903,7157972,,complete,,6332c3e42ae45f8319ee3991,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1920x1080,1920x1007,,final questionnaire,1,continue,continue,No,response-2,Watch
5,1664272112030,27/09/2022 09:48:32,1664272111761,2,27/09/2022 11:48:31,95307,26,questionnaire-44j4,,24265923,60d9a7c0aebfc51577e97903,7157972,,complete,,6332c3e42ae45f8319ee3991,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1920x1080,1920x1007,,final questionnaire,1,continue,continue,No,response-2-quantised,1
6,1664272112030,27/09/2022 09:48:32,1664272111761,2,27/09/2022 11:48:31,95307,26,questionnaire-44j4,,24265923,60d9a7c0aebfc51577e97903,7157972,,complete,,6332c3e42ae45f8319ee3991,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1920x1080,1920x1007,,final questionnaire,1,continue,continue,No,response-3,yes
7,1664272112030,27/09/2022 09:48:32,1664272111761,2,27/09/2022 11:48:31,95307,26,questionnaire-44j4,,24265923,60d9a7c0aebfc51577e97903,7157972,,complete,,6332c3e42ae45f8319ee3991,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1920x1080,1920x1007,,final questionnaire,1,continue,continue,No,response-3-quantised,1
8,1664272112030,27/09/2022 09:48:32,1664272111761,2,27/09/2022 11:48:31,95307,26,questionnaire-44j4,,24265923,60d9a7c0aebfc51577e97903,7157972,,complete,,6332c3e42ae45f8319ee3991,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1920x1080,1920x1007,,final questionnaire,1,continue,continue,No,END QUESTIONNAIRE,21103
1,1664272089046,27/09/2022 09:48:09,1664272088933,2,27/09/2022 11:48:08,95307,26,questionnaire-44j4,,24265921,60f487b1317946b0d5479fdf,7157966,,complete,,6332c401ae08c98b4aaafc90,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1440x900,1440x680,,final questionnaire,1,continue,continue,No,BEGIN QUESTIONNAIRE,
2,1664272111914,27/09/2022 09:48:31,1664272111814,2,27/09/2022 11:48:31,95307,26,questionnaire-44j4,,24265921,60f487b1317946b0d5479fdf,7157966,,complete,,6332c401ae08c98b4aaafc90,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1440x900,1440x680,,final questionnaire,1,continue,continue,No,response-1,shoe
3,1664272112021,27/09/2022 09:48:32,1664272111816,2,27/09/2022 11:48:31,95307,26,questionnaire-44j4,,24265921,60f487b1317946b0d5479fdf,7157966,,complete,,6332c401ae08c98b4aaafc90,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1440x900,1440x680,,final questionnaire,1,continue,continue,No,response-1-quantised,2
4,1664272112021,27/09/2022 09:48:32,1664272111816,2,27/09/2022 11:48:31,95307,26,questionnaire-44j4,,24265921,60f487b1317946b0d5479fdf,7157966,,complete,,6332c401ae08c98b4aaafc90,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1440x900,1440x680,,final questionnaire,1,continue,continue,No,response-2,Watch
5,1664272112021,27/09/2022 09:48:32,1664272111816,2,27/09/2022 11:48:31,95307,26,questionnaire-44j4,,24265921,60f487b1317946b0d5479fdf,7157966,,complete,,6332c401ae08c98b4aaafc90,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1440x900,1440x680,,final questionnaire,1,continue,continue,No,response-2-quantised,1
6,1664272112021,27/09/2022 09:48:32,1664272111816,2,27/09/2022 11:48:31,95307,26,questionnaire-44j4,,24265921,60f487b1317946b0d5479fdf,7157966,,complete,,6332c401ae08c98b4aaafc90,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1440x900,1440x680,,final questionnaire,1,continue,continue,No,response-3,no
7,1664272112021,27/09/2022 09:48:32,1664272111816,2,27/09/2022 11:48:31,95307,26,questionnaire-44j4,,24265921,60f487b1317946b0d5479fdf,7157966,,complete,,6332c401ae08c98b4aaafc90,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1440x900,1440x680,,final questionnaire,1,continue,continue,No,response-3-quantised,2
8,1664272112021,27/09/2022 09:48:32,1664272111817,2,27/09/2022 11:48:31,95307,26,questionnaire-44j4,,24265921,60f487b1317946b0d5479fdf,7157966,,complete,,6332c401ae08c98b4aaafc90,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 105.0.0.0,1440x900,1440x680,,final questionnaire,1,continue,continue,No,END QUESTIONNAIRE,22884
1,1664272084035,27/09/2022 09:48:04,1664272084635,2,27/09/2022 11:48:04,95307,26,questionnaire-44j4,,24265918,61335a647caf04024dc2c98d,7157957,,complete,,6332c3e7b7de8b005c2dace5,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x601,,final questionnaire,1,continue,continue,No,BEGIN QUESTIONNAIRE,
2,1664272103530,27/09/2022 09:48:23,1664272103377,2,27/09/2022 11:48:23,95307,26,questionnaire-44j4,,24265918,61335a647caf04024dc2c98d,7157957,,complete,,6332c3e7b7de8b005c2dace5,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x601,,final questionnaire,1,continue,continue,No,response-1,shoe
3,1664272103861,27/09/2022 09:48:23,1664272103380,2,27/09/2022 11:48:23,95307,26,questionnaire-44j4,,24265918,61335a647caf04024dc2c98d,7157957,,complete,,6332c3e7b7de8b005c2dace5,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x601,,final questionnaire,1,continue,continue,No,response-1-quantised,2
4,1664272103861,27/09/2022 09:48:23,1664272103381,2,27/09/2022 11:48:23,95307,26,questionnaire-44j4,,24265918,61335a647caf04024dc2c98d,7157957,,complete,,6332c3e7b7de8b005c2dace5,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x601,,final questionnaire,1,continue,continue,No,response-2,Watch
5,1664272103861,27/09/2022 09:48:23,1664272103381,2,27/09/2022 11:48:23,95307,26,questionnaire-44j4,,24265918,61335a647caf04024dc2c98d,7157957,,complete,,6332c3e7b7de8b005c2dace5,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x601,,final questionnaire,1,continue,continue,No,response-2-quantised,1
6,1664272103861,27/09/2022 09:48:23,1664272103381,2,27/09/2022 11:48:23,95307,26,questionnaire-44j4,,24265918,61335a647caf04024dc2c98d,7157957,,complete,,6332c3e7b7de8b005c2dace5,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x601,,final questionnaire,1,continue,continue,No,response-3,no
7,1664272103861,27/09/2022 09:48:23,1664272103381,2,27/09/2022 11:48:23,95307,26,questionnaire-44j4,,24265918,61335a647caf04024dc2c98d,7157957,,complete,,6332c3e7b7de8b005c2dace5,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x601,,final questionnaire,1,continue,continue,No,response-3-quantised,2
8,1664272103861,27/09/2022 09:48:23,1664272103382,2,27/09/2022 11:48:23,95307,26,questionnaire-44j4,,24265918,61335a647caf04024dc2c98d,7157957,,complete,,6332c3e7b7de8b005c2dace5,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1280x720,1280x601,,final questionnaire,1,continue,continue,No,END QUESTIONNAIRE,18747
1,1664272079844,27/09/2022 09:47:59,1664272078751,2,27/09/2022 11:47:58,95307,26,questionnaire-44j4,,24265917,60a27f10898e58e6eb550212,7157901,,complete,,6332c3e3d7a45cb19a8cc1f8,computer,Desktop or Laptop,Windows 10,Firefox 105.0,1366x768,1366x615,,final questionnaire,1,continue,continue,No,BEGIN QUESTIONNAIRE,
2,1664272111144,27/09/2022 09:48:31,1664272110109,2,27/09/2022 11:48:30,95307,26,questionnaire-44j4,,24265917,60a27f10898e58e6eb550212,7157901,,complete,,6332c3e3d7a45cb19a8cc1f8,computer,Desktop or Laptop,Windows 10,Firefox 105.0,1366x768,1366x615,,final questionnaire,1,continue,continue,No,response-1,shoe
3,1664272111265,27/09/2022 09:48:31,1664272110111,2,27/09/2022 11:48:30,95307,26,questionnaire-44j4,,24265917,60a27f10898e58e6eb550212,7157901,,complete,,6332c3e3d7a45cb19a8cc1f8,computer,Desktop or Laptop,Windows 10,Firefox 105.0,1366x768,1366x615,,final questionnaire,1,continue,continue,No,response-1-quantised,2
4,1664272111265,27/09/2022 09:48:31,1664272110112,2,27/09/2022 11:48:30,95307,26,questionnaire-44j4,,24265917,60a27f10898e58e6eb550212,7157901,,complete,,6332c3e3d7a45cb19a8cc1f8,computer,Desktop or Laptop,Windows 10,Firefox 105.0,1366x768,1366x615,,final questionnaire,1,continue,continue,No,response-2,Watch
5,1664272111265,27/09/2022 09:48:31,1664272110112,2,27/09/2022 11:48:30,95307,26,questionnaire-44j4,,24265917,60a27f10898e58e6eb550212,7157901,,complete,,6332c3e3d7a45cb19a8cc1f8,computer,Desktop or Laptop,Windows 10,Firefox 105.0,1366x768,1366x615,,final questionnaire,1,continue,continue,No,response-2-quantised,1
6,1664272111265,27/09/2022 09:48:31,1664272110112,2,27/09/2022 11:48:30,95307,26,questionnaire-44j4,,24265917,60a27f10898e58e6eb550212,7157901,,complete,,6332c3e3d7a45cb19a8cc1f8,computer,Desktop or Laptop,Windows 10,Firefox 105.0,1366x768,1366x615,,final questionnaire,1,continue,continue,No,response-3,yes
7,1664272111265,27/09/2022 09:48:31,1664272110112,2,27/09/2022 11:48:30,95307,26,questionnaire-44j4,,24265917,60a27f10898e58e6eb550212,7157901,,complete,,6332c3e3d7a45cb19a8cc1f8,computer,Desktop or Laptop,Windows 10,Firefox 105.0,1366x768,1366x615,,final questionnaire,1,continue,continue,No,response-3-quantised,1
8,1664272111265,27/09/2022 09:48:31,1664272110113,2,27/09/2022 11:48:30,95307,26,questionnaire-44j4,,24265917,60a27f10898e58e6eb550212,7157901,,complete,,6332c3e3d7a45cb19a8cc1f8,computer,Desktop or Laptop,Windows 10,Firefox 105.0,1366x768,1366x615,,final questionnaire,1,continue,continue,No,END QUESTIONNAIRE,31362
1,1664272076645,27/09/2022 09:47:56,1664272076607,1,27/09/2022 10:47:56,95307,26,questionnaire-44j4,,24265916,5cbb3393114fa50001ac523f,7157980,,complete,,6332c456359fd9e8c1c59394,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x657,,final questionnaire,1,continue,continue,No,BEGIN QUESTIONNAIRE,
2,1664272087967,27/09/2022 09:48:07,1664272087975,1,27/09/2022 10:48:07,95307,26,questionnaire-44j4,,24265916,5cbb3393114fa50001ac523f,7157980,,complete,,6332c456359fd9e8c1c59394,computer,Desktop or Laptop,Windows 10,Chrome 105.0.0.0,1366x768,1366x657,,final questionnaire,1,continue,continue,No,response-1,shoe
